sentence,label,source_title,source_url,source_license,label_note
"The Versunkener Apfelkuchen (sunken apple cake) is an apple cake that has apples halves, usually peeled and hasselbacked, sunk into the sponge cake batter.",CNN,Apple cake,https://en.wikipedia.org/wiki/Apple_cake,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple cake' topic page.
More acidic apples will render a finer purée; the highly acidic Bramley apple creates a very fine purée.,CNN,Apple sauce,https://en.wikipedia.org/wiki/Apple_sauce,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple sauce' topic page.
"Apple strudel dough is a thin, elastic dough, consisting of many thin layers and known as ""Blätterteig,"" the traditional preparation of which is a difficult process.",CNN,Apple strudel,https://en.wikipedia.org/wiki/Apple_strudel,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple strudel' topic page.
"So it's an area we're focused on."" === Staffing === In June 2017, Apple began to take the first major steps to form its new television unit by hiring the co-presidents of Sony Pictures Television, Jamie Erlicht and Zack Van Amburg, to oversee all aspects of worldwide video programming.",PNN,Apple TV (streaming service),https://en.wikipedia.org/wiki/Apple_TV_%28streaming_service%29,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple TV (streaming service)' topic page.
It is the first Apple-branded display since the Apple Thunderbolt Display was discontinued in 2016.,PNN,Pro Display XDR,https://en.wikipedia.org/wiki/Pro_Display_XDR,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Pro Display XDR' topic page.
"In the United States, packaged apple sauce is primarily branded as a children's snack, and is ubiquitous in school cafeterias.",CNN,Apple sauce,https://en.wikipedia.org/wiki/Apple_sauce,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple sauce' topic page.
"Canadian apple pies include mumble crumble, Dutch apple, and an apple maple pie featuring maple syrup. === England === The 14th century recipe collection the Forme of Cury gives a recipe including good apples, good spices, figs, raisins and pears in a cofyn, a casing of pastry.",CNN,Apple pie,https://en.wikipedia.org/wiki/Apple_pie,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple pie' topic page.
"A wide range of apple varieties are used to make apple sauce, depending on the preference for sweetness or tartness.",CNN,Apple sauce,https://en.wikipedia.org/wiki/Apple_sauce,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple sauce' topic page.
American-style apple sauce is not widely available in Britain.,CNN,Apple sauce,https://en.wikipedia.org/wiki/Apple_sauce,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple sauce' topic page.
Users can also share their GPS locations to others with Apple devices and view the location of others who choose to share their location.,PNN,ICloud,https://en.wikipedia.org/wiki/ICloud,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'ICloud' topic page.
"Apple dumplings can be served hot, cold, or room temperature for breakfast, dessert, or as a main dish. == History == Boiled apple dumplings are among the earliest of fruit puddings.",CNN,Apple dumpling,https://en.wikipedia.org/wiki/Apple_dumpling,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple dumpling' topic page.
"An apple fritter recipe typically includes a batter made from flour, sugar, baking powder, salt, milk, eggs, and a bit of oil.",CNN,Fritter,https://en.wikipedia.org/wiki/Fritter,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Fritter' topic page.
"Seeking to capitalize on this, some makers of filtered and clarified juice (including carbonated varieties) label and sell their product as ""apple cider."" Legal distinctions are not universal and elusive to apply. == See also == Juicing List of juices Malic acid == References == == External links == Media related to Apple juice at Wikimedia Commons",CNN,Apple juice,https://en.wikipedia.org/wiki/Apple_juice,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple juice' topic page.
Apple reportedly acquired more AI companies from 2016 to 2020.,PNN,Apple Intelligence,https://en.wikipedia.org/wiki/Apple_Intelligence,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Intelligence' topic page.
"Early versions of apple fritters appear in Martha Washington's Booke of Cookery, a manuscript dating to the 18th century, which includes various fritter recipes common in colonial American kitchens.",CNN,Fritter,https://en.wikipedia.org/wiki/Fritter,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Fritter' topic page.
"Apple juice is then filtered, with the number of solid particles remaining partly defining the difference between apple juice and apple cider.",CNN,Apple juice,https://en.wikipedia.org/wiki/Apple_juice,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple juice' topic page.
Apple juice is a fruit juice made by the maceration and pressing of an apple.,CNN,Apple juice,https://en.wikipedia.org/wiki/Apple_juice,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple juice' topic page.
"In late 2025, after the Apple TV rebrand, Apple also rebranded the Apple One logo, displaying the Apple logo in 6 color slices, resembling its former Apple logo used in the Jobs' era.",PNN,Apple One,https://en.wikipedia.org/wiki/Apple_One,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple One' topic page.
Apple TV has over 45 million paid memberships.,PNN,Apple TV (streaming service),https://en.wikipedia.org/wiki/Apple_TV_%28streaming_service%29,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple TV (streaming service)' topic page.
"In these countries, apple strudel is the most widely known strudel.",CNN,Apple strudel,https://en.wikipedia.org/wiki/Apple_strudel,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple strudel' topic page.
"However, Apple limits some passes if they are the same type or from the same issuer from being used with Express Mode.",PNN,Apple Wallet,https://en.wikipedia.org/wiki/Apple_Wallet,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Wallet' topic page.
"Sometimes seasoned with cinnamon, clove, and other spices, apple butter is usually spread on bread, used as a side dish, an ingredient in baked goods, or as a condiment.",CNN,Apple butter,https://en.wikipedia.org/wiki/Apple_butter,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple butter' topic page.
"This practice also occurs in the United States and Canada, particularly in regions with dairy farms, such as New England. == Nutrition == A commercially prepared apple pie in the United States is 52% water, 34% carbohydrates, 2% protein, and 11% fat (table).",CNN,Apple pie,https://en.wikipedia.org/wiki/Apple_pie,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple pie' topic page.
"They are used across nearly all Apple devices, including Mac, iPhone, iPad, Apple TV, Apple Watch, AirPods, AirTag, HomePod, and Apple Vision Pro.",PNN,Apple silicon,https://en.wikipedia.org/wiki/Apple_silicon,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple silicon' topic page.
"While some states specify a difference between apple juice and cider, the distinction is not well established across the U.S.",CNN,Apple cider,https://en.wikipedia.org/wiki/Apple_cider,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple cider' topic page.
"Apple butter (Dutch: appelstroop) is a highly concentrated form of apple sauce produced by long, slow cooking of apples with apple juice or water to a point where the sugar in the apples caramelizes, turning the apple butter a deep brown.",CNN,Apple butter,https://en.wikipedia.org/wiki/Apple_butter,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple butter' topic page.
Users can subscribe to iCloud+ for additional storage up to 12 TB (or 14 TB for Apple One Premier plan users who receive an additional 2 TB of storage as part of the plan).,PNN,ICloud,https://en.wikipedia.org/wiki/ICloud,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'ICloud' topic page.
"In Appalachian cuisine, apple butter was the only type of fruit preserve normally rendered into fruit leather.",CNN,Apple butter,https://en.wikipedia.org/wiki/Apple_butter,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple butter' topic page.
"Apple released the app early on the App Store on June 26, 2012.",PNN,Apple Podcasts,https://en.wikipedia.org/wiki/Apple_Podcasts,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Podcasts' topic page.
"Different Apple silicon have different hardware, firmware and software security features.",PNN,Apple silicon,https://en.wikipedia.org/wiki/Apple_silicon,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple silicon' topic page.
"To prepare apple dumplings, apples are peeled, cored and sometimes quartered and placed on a portion of dough.",CNN,Apple dumpling,https://en.wikipedia.org/wiki/Apple_dumpling,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple dumpling' topic page.
"Cider cakes originate from the South West and Herefordshire, with various versions incorporating the alcoholic apple based beverage either in the cake batter or steeping the fruit inside the cake.",CNN,Apple cake,https://en.wikipedia.org/wiki/Apple_cake,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple cake' topic page.
"In 1749–1750, when botanist Pehr Kalm traveled from New Jersey to Quebec, he reported having apple dumplings at every meal.",CNN,Apple dumpling,https://en.wikipedia.org/wiki/Apple_dumpling,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple dumpling' topic page.
"Though it was also noted that Apple Podcasts Auto-downloads by default. == Application platforms == === iOS, tvOS, watchOS and visionOS versions === A standalone Apple Podcasts app was announced at the 2012 Worldwide Developers Conference as a feature of iOS 6.",PNN,Apple Podcasts,https://en.wikipedia.org/wiki/Apple_Podcasts,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Podcasts' topic page.
"It usually keeps its original German name, Apfelstrudel, but - less often - is translated to ""Strudel de Maçã"" (Apple Strudel) or ""Folheado de Maçã"" (Apple Puff). == Pastry == Apple strudel consists of an oblong strudel pastry jacket with an apple filling inside.",CNN,Apple strudel,https://en.wikipedia.org/wiki/Apple_strudel,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple strudel' topic page.
"Apple sauce can be made by baking rather than boiling, in which case the apples are peeled and cored before cooking.",CNN,Apple sauce,https://en.wikipedia.org/wiki/Apple_sauce,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple sauce' topic page.
The Premier tier also includes Apple News+ and Apple Fitness+.,PNN,Apple One,https://en.wikipedia.org/wiki/Apple_One,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple One' topic page.
"Due to the complex and costly equipment required to extract and clarify juice from apples in large volume, apple juice is normally produced commercially.",CNN,Apple juice,https://en.wikipedia.org/wiki/Apple_juice,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple juice' topic page.
"Negotiations fell apart over differing views on how to value the content, lack of transparency on details, and the personality of Apple's chief negotiator, Eddy Cue.",PNN,Apple TV (streaming service),https://en.wikipedia.org/wiki/Apple_TV_%28streaming_service%29,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple TV (streaming service)' topic page.
"In the years after its release, Apple engaged in efforts to ensure its artificial intelligence operations remained covert; according to University of California, Berkeley, professor Trevor Darrell, the company's secrecy deterred graduate students.",PNN,Apple Intelligence,https://en.wikipedia.org/wiki/Apple_Intelligence,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Intelligence' topic page.
Apple TV initially experienced poor growth and low subscriber numbers relative to other competing services during its first full year in 2020.,PNN,Apple TV (streaming service),https://en.wikipedia.org/wiki/Apple_TV_%28streaming_service%29,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple TV (streaming service)' topic page.
"The mounts are built into the display and are not user interchangeable, but can be reconfigured by an Apple Store or authorized service provider after purchase.",PNN,Apple Studio Display,https://en.wikipedia.org/wiki/Apple_Studio_Display,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Studio Display' topic page.
"Currently, Apple One is priced as $19.95/month for the Individual Plan, $27.95/month for the Family Plan, and $39.95/month for the Premier Plan.",PNN,Apple One,https://en.wikipedia.org/wiki/Apple_One,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple One' topic page.
"The nano-texture version requires a custom ""dry polishing cloth"" included with the display and sold by Apple to clean it.",PNN,Pro Display XDR,https://en.wikipedia.org/wiki/Pro_Display_XDR,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Pro Display XDR' topic page.
"Sauces typically call for sugar or brown sugar and butter boiled with water, sometimes with sliced lemons or spices such as cinnamon added for flavor. == Serving == Apple dumplings are served for breakfast or other meals, as sides, or as dessert.",CNN,Apple dumpling,https://en.wikipedia.org/wiki/Apple_dumpling,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple dumpling' topic page.
The Pennsylvania Dutch often include apple butter as part of their traditional 'seven sweets and seven sours' dinner table array.,CNN,Apple butter,https://en.wikipedia.org/wiki/Apple_butter,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple butter' topic page.
"The second generation Studio Display includes an Apple A19 chip, while the Studio Display XDR has an A19 Pro chip.",PNN,Apple Studio Display,https://en.wikipedia.org/wiki/Apple_Studio_Display,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Studio Display' topic page.
"Apple Secure Enclave (inside of Apple silicon) have different hardware, firmware and software security features.",PNN,Apple silicon,https://en.wikipedia.org/wiki/Apple_silicon,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple silicon' topic page.
"As a result, apple desserts, including cakes, have a huge number of variations.",CNN,Apple cake,https://en.wikipedia.org/wiki/Apple_cake,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple cake' topic page.
"The service launched on November 1, 2019, and it offers a selection of original production film and television series called Apple Originals.",PNN,Apple TV (streaming service),https://en.wikipedia.org/wiki/Apple_TV_%28streaming_service%29,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple TV (streaming service)' topic page.
"Fresh liquid cider is extracted from the whole apple, including the apple core, trimmings from apples, and oddly sized or shaped ""imperfect"" apples, or apple culls.",CNN,Apple cider,https://en.wikipedia.org/wiki/Apple_cider,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple cider' topic page.
"Apple cider should not be confused with the alcoholic beverage known as cider in the rest of the world, which is called ""hard cider"" in the US.",CNN,Apple cider,https://en.wikipedia.org/wiki/Apple_cider,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple cider' topic page.
The subscription groups' premium services are provided by Apple in tiered packages.,PNN,Apple One,https://en.wikipedia.org/wiki/Apple_One,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple One' topic page.
"A recipe for Dorset apple cake was first recorded in the Bridport News on 27 November 1896, and has since been voted as Dorset national dish.",CNN,Apple cake,https://en.wikipedia.org/wiki/Apple_cake,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple cake' topic page.
"However, it is in the traditionally agricultural West Country of England that apple cakes have been raised as culinary symbols of their counties, such as Dorset apple cake, Devonshire apple cake, and Somerset apple cake.",CNN,Apple cake,https://en.wikipedia.org/wiki/Apple_cake,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple cake' topic page.
The Apple Studio Display (marketed as Studio Display) is a line of 27 in (690 mm) flat panel computer monitors developed and sold by Apple Inc.,PNN,Apple Studio Display,https://en.wikipedia.org/wiki/Apple_Studio_Display,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Studio Display' topic page.
A 100 ml reference amount of unsweetened apple juice supplies 46 calories and no significant content of any micronutrients. == Storage == Fresh apple juice requires refrigeration.,CNN,Apple juice,https://en.wikipedia.org/wiki/Apple_juice,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple juice' topic page.
"There are a number of desserts that employ apples with sweet toppings, but none of them are the same as apple crisp, making them not so much variants, but instead other related apple desserts.",CNN,Apple crisp,https://en.wikipedia.org/wiki/Apple_crisp,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple crisp' topic page.
"However, a July 19 update from Apple offered several improvements.",PNN,Apple Books,https://en.wikipedia.org/wiki/Apple_Books,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Books' topic page.
"The information was encrypted, but Apple could not guarantee that some information about developers may have been accessed.",PNN,Apple Developer,https://en.wikipedia.org/wiki/Apple_Developer,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Developer' topic page.
"For commercial purposes, including botanical evaluation, apple cultivars are propagated by clonal grafting onto rootstocks.",CNN,Apple,https://en.wikipedia.org/wiki/Apple,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple' topic page.
"On January 19, 2012, at an education-focused special event in New York City, Apple announced the free release of iBooks 2, which can operate in landscape mode and allows for interactive reading.",PNN,Apple Books,https://en.wikipedia.org/wiki/Apple_Books,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Books' topic page.
"The related British dish, apple crumble, developed separately.",CNN,Apple crisp,https://en.wikipedia.org/wiki/Apple_crisp,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple crisp' topic page.
"Fruit trees of the orchard or domestic apple (Malus domestica), the most widely grown in the genus, are cultivated worldwide.",CNN,Apple,https://en.wikipedia.org/wiki/Apple,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple' topic page.
"Additionally, the files can be downloaded to Apple Books through Safari or Apple Mail.",PNN,Apple Books,https://en.wikipedia.org/wiki/Apple_Books,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Books' topic page.
"There are usually five carpels inside an apple, but there may be as few as three.",CNN,Apple,https://en.wikipedia.org/wiki/Apple,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple' topic page.
"As of July 1, 2010, Apple expanded iBooks availability to Canada.",PNN,Apple Books,https://en.wikipedia.org/wiki/Apple_Books,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Books' topic page.
They have stated that they will be rebuilding their servers and the developer system to prevent this from happening in the future. == Developer tutorials and tools == Apple provides free tutorials and guide support for their developer program.,PNN,Apple Developer,https://en.wikipedia.org/wiki/Apple_Developer,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Developer' topic page.
"Similar dishes for example, a recipe for apple pandowdy, a type of Cobbler is in Miss Corson's Practical American Cookery, 1886.",CNN,Apple crisp,https://en.wikipedia.org/wiki/Apple_crisp,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple crisp' topic page.
"Different cultivars are bred for various tastes and uses, including cooking, eating raw, and cider or apple juice production.",CNN,Apple,https://en.wikipedia.org/wiki/Apple,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple' topic page.
"Open apple blossoms are damaged by even brief exposures to temperatures −2 °C (28 °F) or less, although the overwintering wood and buds are hardy down to −40 °C (−40 °F). === Fruit === The fruit is a pome that matures in late summer or autumn.",CNN,Apple,https://en.wikipedia.org/wiki/Apple,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple' topic page.
"In the beginning of July 2023, Apple finished construction on their Developer Center in Cupertino, California.",PNN,Apple Developer,https://en.wikipedia.org/wiki/Apple_Developer,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Developer' topic page.
"The Developer website was taken down for ""maintenance"" that Thursday, and was said to be undergoing maintenance through Sunday, when Apple posted a notice on the site notifying users of the attempted hack.",PNN,Apple Developer,https://en.wikipedia.org/wiki/Apple_Developer,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Developer' topic page.
The true fruits or carpels are the harder interior chambers inside the apple's core.,CNN,Apple,https://en.wikipedia.org/wiki/Apple,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple' topic page.
"It primarily receives EPUB content from the Apple Books store, but users can also add their own EPUB and PDF files via data synchronization with iTunes.",PNN,Apple Books,https://en.wikipedia.org/wiki/Apple_Books,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Books' topic page.
"Apple Books (known as iBooks prior to iOS 12 and macOS Mojave) is an e-book reading and store application by Apple for its iOS, iPadOS and macOS operating systems and devices.",PNN,Apple Books,https://en.wikipedia.org/wiki/Apple_Books,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Books' topic page.
"Despite their relatively recent invention, apple crisp and apple crumble have each become culinary traditions in their respective countries, particularly during autumn when apples are plentiful.",CNN,Apple crisp,https://en.wikipedia.org/wiki/Apple_crisp,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple crisp' topic page.
"Apple Developer (formerly Apple Developer Connection) is Apple's website for software development tools, application programming interfaces (APIs), and technical resources.",PNN,Apple Developer,https://en.wikipedia.org/wiki/Apple_Developer,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Developer' topic page.
The site also hosts the Apple Developer Forums.,PNN,Apple Developer,https://en.wikipedia.org/wiki/Apple_Developer,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Developer' topic page.
Any vulnerabilities users discover with the SRD are automatically considered for Apple Security Bounty.,PNN,Apple Developer,https://en.wikipedia.org/wiki/Apple_Developer,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Developer' topic page.
"On April 8, 2010, Apple announced that iBooks would be updated to support the iPhone and iPod Touch with iOS 4.",PNN,Apple Books,https://en.wikipedia.org/wiki/Apple_Books,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Books' topic page.
"In the US, it is also called apple crumble, a word which refers to a different dessert in the UK, Canada, Australia, and New Zealand.",CNN,Apple crisp,https://en.wikipedia.org/wiki/Apple_crisp,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple crisp' topic page.
"In 2010, the fruit's genome was sequenced as part of research on disease control and selective breeding in apple production. == Etymology == The word apple is derived from Old English æppel, meaning ""fruit"", not specifically the apple.",CNN,Apple,https://en.wikipedia.org/wiki/Apple,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple' topic page.
"The second-generation Studio Display and the higher-end Studio Display XDR were released on March 11, 2026. == Overview == === First generation (2022) === The first generation Studio Display is the first Apple-branded consumer display released since the Apple Thunderbolt Display was discontinued in 2016.",PNN,Apple Studio Display,https://en.wikipedia.org/wiki/Apple_Studio_Display,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Studio Display' topic page.
"One of the most common variants is apple rhubarb crisp, in which the rhubarb provides a tart contrast to the apples. == History == Apple crisp is a relatively modern dish.",CNN,Apple crisp,https://en.wikipedia.org/wiki/Apple_crisp,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple crisp' topic page.
Apple trees may naturally have a rounded to erect crown with a dense canopy of leaves.,CNN,Apple,https://en.wikipedia.org/wiki/Apple,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple' topic page.
"This was supposedly to prevent too much traffic on Apple's servers, as they have been overloaded with previous releases of the iPhone.",PNN,Apple Books,https://en.wikipedia.org/wiki/Apple_Books,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Books' topic page.
"Apple crisp also made an appearance in a newspaper article in the Appleton Post Crescent on December 9, 1924.",CNN,Apple crisp,https://en.wikipedia.org/wiki/Apple_crisp,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple crisp' topic page.
An early reference to a crumble-style topping was a recipe for apple crumble in the Canadian Farmer's Magazine in February 1917.,CNN,Apple crisp,https://en.wikipedia.org/wiki/Apple_crisp,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple crisp' topic page.
The five sepals remain attached and stand out from the surface of the apple.,CNN,Apple,https://en.wikipedia.org/wiki/Apple,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple' topic page.
"During special events, developers are able to visit the center for one-on-one’s with Apple employees, demos of upcoming software, and more. == Apple Security Research Device Program == The Security Research Device (SRD) is a specially fused iPhone that allows users to perform iOS security research without having to bypass its security features.",PNN,Apple Developer,https://en.wikipedia.org/wiki/Apple_Developer,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Developer' topic page.
"Apple crisp (US, or apple crumble in the UK and Canada) is a baked fruit dessert made with a streusel topping.",CNN,Apple crisp,https://en.wikipedia.org/wiki/Apple_crisp,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple crisp' topic page.
"However, the earliest reference to apple crisp specifically in print occurs in September 1915 edition of Good Housekeeping.",CNN,Apple crisp,https://en.wikipedia.org/wiki/Apple_crisp,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple crisp' topic page.
Apple trees grown without rootstocks tend to be larger and much slower to fruit after planting.,CNN,Apple,https://en.wikipedia.org/wiki/Apple,CC BY-SA 4.0,Provisional CNN: sentence retrieved from the 'Apple' topic page.
"With the SRD, users can confidently report all their findings to Apple without the risk of losing access to the inner layers of iOS security.",PNN,Apple Developer,https://en.wikipedia.org/wiki/Apple_Developer,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Developer' topic page.
"Since then, the app has featured a serif variation of Apple's 'San Francisco' typeface, named 'New York'. == History == iBooks was announced alongside the iPad at a press conference in January 2010.",PNN,Apple Books,https://en.wikipedia.org/wiki/Apple_Books,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Books' topic page.
"Apple discontinued iBooks Author in 2020, its functionality having been integrated into Pages. iBooks was renamed 'Apple Books' in September 2018.",PNN,Apple Books,https://en.wikipedia.org/wiki/Apple_Books,CC BY-SA 4.0,Provisional PNN: sentence retrieved from the 'Apple Books' topic page.
